,title,year,dom_gross,for_gross,world_gross
454,A Very Harold & Kumar 3D Christmas,2011,35100000.0,326000.0,35426000.0
455,My Week with Marilyn,2011,14600000.0,20500000.0,35100000.0
456,The Sitter,2011,30400000.0,4500000.0,34900000.0
457,Jane Eyre,2011,11200000.0,23500000.0,34700000.0
458,Courageous,2011,34500000.0,,
459,Shaolin,2011,66100.0,33600000.0,33666100.0
460,African Cats,2011,15400000.0,15400000.0,30800000.0
461,The Skin I Live In,2011,3200000.0,27700000.0,30900000.0
462,I Don't Know How She Does It,2011,9700000.0,20900000.0,30600000.0
463,What's Your Number?,2011,14000000.0,16399999.0,30399999.0
464,Drive Angry,2011,10700000.0,18200000.0,28900000.0
465,Carnage (2011),2011,2500000.0,25100000.0,27600000.0
466,A Dangerous Method,2011,5700000.0,21800000.0,27500000.0
467,The Thing (2011),2011,16900000.0,10500000.0,27400000.0
468,The Eagle,2011,19500000.0,7600000.0,27100000.0
469,Legend of the Fist: The Return of Chen Zhen,2011,50400.0,26500000.0,26550400.0
470,Apollo 18,2011,17700000.0,7900000.0,25600000.0
471,Biutiful,2011,5100000.0,20000000.0,25100000.0
472,Your Highness,2011,21600000.0,3300000.0,24900000.0
473,Our Idiot Brother,2011,24800000.0,,
474,The Rum Diary,2011,13100000.0,10800000.0,23900000.0
475,The Women on the 6th Floor,2011,720000.0,22500000.0,23220000.0
476,Potiche,2011,1600000.0,21600000.0,23200000.0
477,Warrior,2011,13700000.0,9400000.0,23100000.0
478,Young Adult,2011,16300000.0,6600000.0,22900000.0
479,Sarah's Key,2011,7700000.0,13400000.0,21100000.0
480,The Way Back,2011,2700000.0,17600000.0,20300000.0
481,A Separation,2011,7100000.0,12800000.0,19900000.0
482,The Guard,2011,5400000.0,14200000.0,19600000.0
483,Margin Call,2011,5400000.0,14200000.0,19600000.0
484,Glee The 3D Concert Movie,2011,11900000.0,6800000.0,18700000.0
485,Shame,2011,3900000.0,13800000.0,17700000.0
486,13 Assassins,2011,803000.0,16800000.0,17603000.0
487,Hoodwinked Too! Hood vs. Evil,2011,10100000.0,6800000.0,16900000.0
488,The Heir Apparent: Largo Winch,2011,10400.0,16900000.0,16910400.0
489,The Last Godfather,2011,164000.0,16600000.0,16764000.0
490,Delhi Belly,2011,1500000.0,15200000.0,16700000.0
491,Melancholia,2011,3000000.0,12900000.0,15900000.0
492,Judy Moody and the NOT Bummer Summer,2011,15000000.0,678000.0,15678000.0
493,The Conspirator,2011,11500000.0,3900000.0,15400000.0
494,Anonymous,2011,4500000.0,10900000.0,15400000.0
495,Ip Man 2: Legend of the Grandmaster,2011,206000.0,14900000.0,15106000.0
496,The Housemaid,2011,158000.0,14600000.0,14758000.0
497,Desert Flower,2011,44300.0,14600000.0,14644300.0
498,Pina,2011,3500000.0,11100000.0,14600000.0
499,Beginners,2011,5800000.0,8500000.0,14300000.0
500,My Afternoons with Margueritte,2011,667000.0,13600000.0,14267000.0
501,I Saw the Devil,2011,129000.0,12600000.0,12729000.0
502,The Hedgehog,2011,708000.0,12000000.0,12708000.0
503,Gainsbourg: A Heroic Life,2011,233000.0,12000000.0,12233000.0
504,The Warring States,2011,69000.0,11800000.0,11869000.0
505,What Women Want (Wo Zhi Nu Run Xin),2011,124000.0,11700000.0,11824000.0
506,Snow Flower and the Secret Fan,2011,1300000.0,10000000.0,11300000.0
507,Win Win,2011,10200000.0,652000.0,10852000.0
508,Flying Monsters,2011,5700000.0,5100000.0,10800000.0
509,City of Life and Death,2011,123000.0,10600000.0,10723000.0
510,Le Havre,2011,612000.0,9900000.0,10512000.0
511,Straw Dogs (2011),2011,10300000.0,,
512,Prom,2011,10100000.0,,
513,In a Better World,2011,1000000.0,8600000.0,9600000.0
514,Trespass (2011),2011,24100.0,9600000.0,9624100.0
515,Saving Private Perez,2011,1400000.0,7900000.0,9300000.0
516,Point Blank,2011,708000.0,8500000.0,9208000.0
517,Winter in Wartime,2011,543000.0,8700000.0,9243000.0
518,Barney's Version (U.S. only),2011,4400000.0,4000000.0,8400000.0
519,Outrage (2011),2011,44700.0,8400000.0,8444700.0
520,Senna,2011,1600000.0,6600000.0,8200000.0
521,Last Night,2011,99000.0,7600000.0,7699000.0
522,The Big Year,2011,7200000.0,244000.0,7444000.0
523,The Beaver,2011,971000.0,6300000.0,7271000.0
524,Take Me Home Tonight,2011,6900000.0,,
525,Cedar Rapids,2011,6900000.0,,
526,The Princess of Montpensier,2011,352000.0,6400000.0,6752000.0
527,Cave of Forgotten Dreams,2011,5300000.0,1200000.0,6500000.0
528,Sex and Zen 3D: Extreme Ecstasy,2011,153000.0,6200000.0,6353000.0
529,We Need to Talk About Kevin,2011,1700000.0,4300000.0,6000000.0
530,Attack the Block,2011,1000000.0,4800000.0,5800000.0
531,Even the Rain,2011,518000.0,5300000.0,5818000.0
532,Young Goethe in Love,2011,162000.0,5600000.0,5762000.0
533,11-11-11,2011,32800.0,5700000.0,5732800.0
534,Certified Copy,2011,1400000.0,4099999.0,5499999.0
535,Thank You (2011),2011,464000.0,5000000.0,5464000.0
536,The Company Men,2011,4400000.0,441000.0,4841000.0
537,Force,2011,,4800000.0,
538,Tucker & Dale Vs. Evil,2011,224000.0,4500000.0,4724000.0
539,London Boulevard,2011,16100.0,4600000.0,4616100.0
540,Dylan Dog: Dead of Night,2011,1200000.0,3400000.0,4600000.0
541,The Names of Love,2011,514000.0,4099999.0,4613999.0
542,The Way,2011,4400000.0,,
543,Burke and Hare,2011,4800.0,4300000.0,4304800.0
544,King of Devil's Island,2011,7600.0,4200000.0,4207600.0
545,Bride Flight,2011,501000.0,3700000.0,4201000.0
546,Trollhunter,2011,253000.0,3900000.0,4153000.0
547,Buck,2011,4000000.0,,
548,Carancho,2011,85500.0,3900000.0,3985500.0
549,Like Crazy,2011,3400000.0,336000.0,3736000.0
550,The Double,2011,138000.0,3600000.0,3738000.0
551,Don 2,2011,3700000.0,,
552,Love Crime,2011,540000.0,3100000.0,3640000.0
553,Incendies (U.S. only),2011,2100000.0,1500000.0,3600000.0
554,Martha Marcy May Marlene,2011,3000000.0,548000.0,3548000.0
555,Fireflies in the Garden,2011,70600.0,3300000.0,3370600.0
556,The King's Speech (PG-13),2011,3300000.0,,
557,Machine Gun Preacher,2011,539000.0,2800000.0,3339000.0
558,The Last Circus,2011,40500.0,3200000.0,3240500.0
559,From Prada to Nada,2011,3000000.0,123000.0,3123000.0
560,Flypaper,2011,5000.0,3100000.0,3105000.0
561,Zindagi Na Milegi Dobara,2011,3100000.0,,
562,Take Shelter,2011,1700000.0,1400000.0,3100000.0
563,The Greatest Miracle,2011,555000.0,2500000.0,3055000.0
564,Rapt,2011,45800.0,2900000.0,2945800.0
565,Pastorela,2011,161000.0,2700000.0,2861000.0
566,The Double Hour,2011,1500000.0,1200000.0,2700000.0
567,Everything Must Go,2011,2700000.0,,
568,3 (2011),2011,60000.0,2600000.0,2660000.0
569,Oranges and Sunshine,2011,143000.0,2400000.0,2543000.0
570,Ong Bak 3,2011,14900.0,2300000.0,2314900.0
571,Poetry,2011,356000.0,1900000.0,2256000.0
572,The Tree,2011,71200.0,2100000.0,2171200.0
573,"The Butcher, the Chef and the Swordsman",2011,47900.0,2000000.0,2047900.0
574,The Trip (2011),2011,2000000.0,,
575,Armadillo,2011,14600.0,2000000.0,2014600.0
576,Bodyguard,2011,1800000.0,,
577,Brighton Rock,2011,230000.0,1600000.0,1830000.0
578,A Somewhat Gentle Man,2011,37700.0,1800000.0,1837700.0
579,The Topp Twins: Untouchable Girls,2011,29300.0,1800000.0,1829300.0
580,Another Earth,2011,1300000.0,456000.0,1756000.0
581,A Better Life,2011,1800000.0,,
582,Chalet Girl,2011,1700.0,1700000.0,1701700.0
583,Yamla Pagla Deewana,2011,993000.0,600000.0,1593000.0
584,Bill Cunningham New York,2011,1500000.0,,
585,The Art of Getting By,2011,1400000.0,,
586,The Devil's Double,2011,1400000.0,,
587,Uncle Boonmee Who Can Recall His Past Lives,2011,184000.0,946000.0,1130000.0
588,The Whistleblower,2011,1100000.0,,
589,Red State,2011,1100000.0,,
590,London River,2011,7200.0,1100000.0,1107200.0
591,Desi Boyz,2011,1100000.0,,
592,When We Leave (Die Fremde),2011,19600.0,1100000.0,1119600.0
593,There Be Dragons,2011,1100000.0,,
594,Vanishing on 7th Street,2011,22700.0,1000000.0,1022700.0
595,Page One: A Year Inside the New York Times,2011,1100000.0,,
596,The Time That Remains,2011,32900.0,1000000.0,1032900.0
597,Rockstar (2011),2011,987000.0,,
598,Meek's Cutoff,2011,978000.0,,
599,Texas Killing Fields,2011,45500.0,912000.0,957500.0
600,Ready,2011,955000.0,,
601,Miral,2011,373000.0,527000.0,900000.0
602,Submarine,2011,468000.0,397000.0,865000.0
603,Higher Ground,2011,842000.0,,
604,Mozart's Sister,2011,708000.0,132000.0,840000.0
605,Plastic Planet,2011,3200.0,836000.0,839200.0
606,Chillar Party,2011,6300.0,826000.0,832300.0
607,Mausam,2011,728000.0,,
608,The First Grader,2011,332000.0,382000.0,714000.0
609,Hobo With a Shotgun,2011,703000.0,,
610,Tabloid,2011,697000.0,,
611,Dhobi Ghat (Mumbai Diaries),2011,577000.0,102000.0,679000.0
612,Aarakshan (Reservation),2011,651000.0,,
613,POM Wonderful Presents: The Greatest Movie Ever Sold,2011,638000.0,,
614,No One Killed Jessica,2011,441000.0,193000.0,634000.0
615,Korkoro,2011,8200.0,619000.0,627200.0
616,Blackthorn,2011,201000.0,423000.0,624000.0
617,How I Ended This Summer,2011,8700.0,614000.0,622700.0
618,The Ledge,2011,9200.0,602000.0,611200.0
619,Heartbeats,2011,68700.0,520000.0,588700.0
620,The Future,2011,569000.0,,
621,Dum Maaro Dum,2011,564000.0,,
622,Double Dhamaal,2011,544000.0,,
623,Kaboom,2011,119000.0,421000.0,540000.0
624,Mere Brother Ki Dulhan,2011,496000.0,,
625,Weekend (2011),2011,485000.0,,
626,Protektor,2011,3000.0,469000.0,472000.0
627,Circumstance,2011,454000.0,,
628,The Other Woman,2011,25400.0,427000.0,452400.0
629,Project Nim,2011,411000.0,,
630,Rage (Rabia),2011,5600.0,403000.0,408600.0
631,The Human Resources Manager,2011,64000.0,329000.0,393000.0
632,Hesher,2011,383000.0,,
633,7 Khoon Maaf,2011,270000.0,94700.0,364700.0
634,Another Happy Day,2011,8500.0,347000.0,355500.0
635,Singham,2011,351000.0,,
636,The Mill and the Cross,2011,312000.0,30300.0,342300.0
637,Super,2011,328000.0,,
638,L'Amour Fou,2011,312000.0,,
639,Being Elmo: A Puppeteer's Journey,2011,304000.0,,
640,In the Land of Blood and Honey,2011,304000.0,,
641,Special Treatment,2011,8900.0,286000.0,294900.0
642,Illegal (2011),2011,700.0,289000.0,289700.0
643,The Interrupters,2011,282000.0,,
644,Rascals,2011,274000.0,,
645,The Black Power Mix Tape: 1967-1975,2011,274000.0,,
646,Black Death,2011,22600.0,243000.0,265600.0
647,Le Quattro Volte,2011,153000.0,103000.0,256000.0
648,Life in a Day,2011,253000.0,,
649,Caterpillar,2011,4200.0,248000.0,252200.0
650,Little Girl (La Pivellina),2011,1400.0,236000.0,237400.0
651,El Bulli: Cooking in Progress,2011,237000.0,,
652,"If I Want to Whistle, I Whistle",2011,12100.0,220000.0,232100.0
653,Into the Abyss,2011,224000.0,,
654,HappyThankYouMorePlease,2011,216000.0,,
655,The Robber,2011,83500.0,125000.0,208500.0
656,Henry's Crime,2011,103000.0,102000.0,205000.0
657,A Good Old Fashioned Orgy,2011,200000.0,,
658,Film Socialisme,2011,33000.0,159000.0,192000.0
659,Bol,2011,189000.0,,
660,Leap Year (2011),2011,13000.0,175000.0,188000.0
661,A Screaming Man,2011,9900.0,175000.0,184900.0
662,Jig,2011,184000.0,,
663,Nostalgia for the Light,2011,164000.0,13700.0,177700.0
664,Anchor Baby,2011,15800.0,161000.0,176800.0
665,Bellflower,2011,168000.0,,
666,Restless (2011),2011,163000.0,,
667,Road to Nowhere,2011,40300.0,121000.0,161300.0
668,Magic Trip,2011,155000.0,,
669,Eames: The Architect and the Painter,2011,153000.0,,
670,Revenge of the Electric Car,2011,151000.0,,
671,The Human Centipede 2: Full Sequence,2011,142000.0,,
672,Cold Weather,2011,141000.0,,
673,Game (2011),2011,140000.0,,
674,1911,2011,136000.0,,
675,"Life, Above All",2011,134000.0,,
676,Tomboy (2011),2011,130000.0,,
677,Octubre,2011,32100.0,96700.0,128800.0
678,The Arbor,2011,21600.0,105000.0,126600.0
679,Mysteries of Lisbon,2011,111000.0,14900.0,125900.0
680,Vidal Sassoon: The Movie,2011,86000.0,38600.0,124600.0
681,Trust (2011),2011,120000.0,,
682,Steve Jobs: The Lost Interview,2011,106000.0,,
683,Rubber,2011,100000.0,,
684,The Man Who Fell to Earth (35th anniversary re-issue),2011,100000.0,,
685,Chalo Dilli,2011,94300.0,,
686,The Whale,2011,81900.0,,
687,Beautiful Boy,2011,77200.0,,
688,Puncture,2011,68900.0,,
689,A Beautiful Life,2011,66200.0,,
690,"Tuesday, After Christmas",2011,27800.0,36200.0,64000.0
691,Viva Riva!,2011,61800.0,,
692,Murder 2,2011,59500.0,,
693,Dirty Girl,2011,55100.0,,
694,Battleship Potemkin (2011 re-issue),2011,51200.0,,
695,Love U Mr. Kalakaar,2011,48600.0,,
696,Margaret,2011,46500.0,,
697,"Happy, Happy",2011,45200.0,,
698,The Myth of the American Sleepover,2011,41000.0,,
699,Hell and Back Again,2011,40600.0,,
700,Khodorkovsky,2011,39500.0,,
701,Sleeping Beauty (2011) (II),2011,36600.0,,
702,My Kingdom (2011),2011,36500.0,,
703,Love in Space,2011,34800.0,,
704,Stake Land,2011,33200.0,,
705,Brotherhood (2011),2011,19700.0,12700.0,32400.0
706,The Son of No One,2011,30700.0,,
707,Muran,2011,30100.0,,
708,The Sleeping Beauty,2011,29100.0,,
709,Tyrannosaur,2011,22300.0,,
710,Ceremony,2011,22300.0,,
711,I'm Glad My Mother is Alive,2011,8700.0,13200.0,21900.0
712,Always Kabhi Kabhi,2011,21400.0,,
713,Empire of Silver,2011,,19000.0,
714,5 Days of War,2011,17500.0,,
715,Aurora,2011,5700.0,5100.0,10800.0
716,Magic to Win,2011,10700.0,,
717,Wrecked,2011,8000.0,,
718,My Piece of the Pie,2011,6900.0,,
719,I Melt With You,2011,6400.0,,
720,My Joy,2011,6300.0,,
721,To Die Like a Man,2011,4000.0,900.0,4900.0
722,Blood Ties,2011,2800.0,,
723,Knuckle,2011,2600.0,,
724,Main Street,2011,2600.0,,
725,"Love, Wedding, Marriage",2011,1900.0,,
726,An Invisible Sign,2011,1300.0,,
727,Marvel's The Avengers,2012,623400000.0,895500000.0,1518900000.0
728,Skyfall,2012,304400000.0,804200000.0,1108600000.0
729,The Dark Knight Rises,2012,448100000.0,636800000.0,1084900000.0
730,The Hobbit: An Unexpected Journey,2012,303000000.0,718100000.0,1021100000.0
731,Ice Age: Continental Drift,2012,161300000.0,715900000.0,877200000.0
732,The Twilight Saga: Breaking Dawn Part 2,2012,292300000.0,537400000.0,829700000.0
733,The Amazing Spider-Man,2012,262000000.0,495900000.0,757900000.0
734,Madagascar 3: Europe's Most Wanted,2012,216400000.0,530500000.0,746900000.0
735,The Hunger Games,2012,408000000.0,286400000.0,694400000.0
736,MIB 3,2012,179000000.0,445000000.0,624000000.0
737,Life of Pi,2012,125000000.0,484000000.0,609000000.0
738,Ted,2012,218800000.0,330600000.0,549400000.0
739,Brave,2012,237300000.0,303200000.0,540500000.0
740,Wreck-It Ralph,2012,189400000.0,281800000.0,471200000.0
741,Les Miserables (2012),2012,148800000.0,293000000.0,441800000.0
742,The Intouchables (U.S.-only),2012,10200000.0,416400000.0,426600000.0
743,Django Unchained,2012,162800000.0,262600000.0,425400000.0
744,Prometheus,2012,126500000.0,276900000.0,403400000.0
745,Snow White and the Huntsman,2012,155300000.0,241300000.0,396600000.0
746,Taken 2,2012,139900000.0,236300000.0,376200000.0
747,Hotel Transylvania,2012,148300000.0,210100000.0,358400000.0
748,Dr. Seuss' The Lorax,2012,214000000.0,134800000.0,348800000.0
749,Titanic 3D,2012,57900000.0,285700000.0,343600000.0
750,Journey 2: The Mysterious Island,2012,103900000.0,231400000.0,335300000.0
751,The Expendables 2,2012,85000000.0,229900000.0,314900000.0
752,Rise of the Guardians,2012,103400000.0,203500000.0,306900000.0
753,Wrath of the Titans,2012,83700000.0,221600000.0,305300000.0
754,Battleship,2012,65400000.0,237600000.0,303000000.0
755,John Carter,2012,73100000.0,211100000.0,284200000.0
756,The Bourne Legacy,2012,113200000.0,162900000.0,276100000.0
757,Lincoln,2012,182200000.0,93100000.0,275300000.0
758,Dark Shadows,2012,79700000.0,165800000.0,245500000.0
759,Resident Evil: Retribution,2012,42300000.0,197700000.0,240000000.0
760,Silver Linings Playbook,2012,132100000.0,104300000.0,236400000.0
761,American Reunion,2012,57000000.0,178000000.0,235000000.0
762,Argo,2012,136000000.0,96300000.0,232300000.0
763,Jack Reacher,2012,80100000.0,138300000.0,218400000.0
764,Safe House,2012,126400000.0,81700000.0,208100000.0
765,21 Jump Street,2012,138400000.0,63100000.0,201500000.0
766,Total Recall (2012),2012,58900000.0,139600000.0,198500000.0
767,The Vow,2012,125000000.0,71100000.0,196100000.0
768,Mirror Mirror,2012,64900000.0,118100000.0,183000000.0
769,The Impossible,2012,19000000.0,161300000.0,180300000.0
770,The Dictator,2012,59700000.0,119700000.0,179400000.0
771,Looper,2012,66500000.0,110000000.0,176500000.0
772,Magic Mike,2012,113700000.0,53500000.0,167200000.0
773,Flight,2012,93800000.0,68000000.0,161800000.0
774,Underworld Awakening,2012,62300000.0,97800000.0,160100000.0
775,This Means War,2012,54800000.0,101700000.0,156500000.0
776,The Secret World of Arrietty,2012,19200000.0,126400000.0,145600000.0
777,Paranormal Activity 4,2012,53900000.0,88900000.0,142800000.0
778,Step Up Revolution,2012,35100000.0,105400000.0,140500000.0
779,The Best Exotic Marigold Hotel,2012,46400000.0,90400000.0,136800000.0
780,Zero Dark Thirty,2012,95700000.0,37100000.0,132800000.0
781,Ghost Rider: Spirit of Vengeance,2012,51800000.0,80800000.0,132600000.0
782,Cloud Atlas,2012,27100000.0,103400000.0,130500000.0
783,The Woman in Black,2012,54300000.0,73400000.0,127700000.0
784,Chronicle (2012),2012,64599999.0,62100000.0,126699999.0
785,The Pirates! Band of Misfits,2012,31100000.0,92000000.0,123100000.0
786,Parental Guidance,2012,77300000.0,42500000.0,119800000.0
787,Abraham Lincoln: Vampire Hunter,2012,37500000.0,79000000.0,116500000.0
788,Pitch Perfect,2012,65000000.0,50300000.0,115300000.0
789,Hope Springs,2012,63500000.0,50700000.0,114200000.0
790,ParaNorman,2012,56000000.0,51100000.0,107100000.0
791,The Campaign,2012,86900000.0,18000000.0,104900000.0
792,Let the Bullets Fly,2012,63000.0,104300000.0,104363000.0
793,Star Wars: Episode I - The Phantom Menace (in 3D),2012,43500000.0,59300000.0,102800000.0
794,Project X,2012,54700000.0,48000000.0,102700000.0
795,The Devil Inside,2012,53300000.0,48500000.0,101800000.0
796,The Lucky One,2012,60500000.0,38900000.0,99400000.0
797,Contraband,2012,66500000.0,29700000.0,96200000.0
798,Think Like a Man,2012,91500000.0,4500000.0,96000000.0
799,This Is 40,2012,67500000.0,20500000.0,88000000.0
800,The Inbetweeners Movie,2012,36000.0,88000000.0,88036000.0
801,The Possession,2012,49100000.0,36300000.0,85400000.0
802,What to Expect When You're Expecting,2012,41200000.0,43200000.0,84400000.0
803,The Thieves,2012,686000.0,82800000.0,83486000.0
804,Savages (2012),2012,47400000.0,35600000.0,83000000.0
805,Frankenweenie,2012,35300000.0,46200000.0,81500000.0
806,Act of Valor,2012,70000000.0,11300000.0,81300000.0
807,Masquerade (2012),2012,923000.0,79800000.0,80723000.0
808,Sinister,2012,48100000.0,29600000.0,77700000.0
809,The Grey,2012,51600000.0,25700000.0,77300000.0
810,Diary of a Wimpy Kid: Dog Days,2012,49000000.0,28100000.0,77100000.0
811,To Rome with Love,2012,16700000.0,56600000.0,73300000.0
812,Here Comes the Boom,2012,45300000.0,27800000.0,73100000.0
813,Finding Nemo (3D),2012,41100000.0,28200000.0,69300000.0
814,Anna Karenina,2012,12800000.0,56100000.0,68900000.0
815,The Watch,2012,35400000.0,32900000.0,68300000.0
816,Moonrise Kingdom,2012,45500000.0,22800000.0,68300000.0
817,Tyler Perry's Madea's Witness Protection,2012,65700000.0,1200000.0,66900000.0
818,The Cabin in the Woods,2012,42100000.0,24400000.0,66500000.0
819,Beauty and the Beast (3D),2012,47600000.0,14400000.0,62000000.0
820,Rock of Ages,2012,38500000.0,20900000.0,59400000.0
821,That's My Boy,2012,36900000.0,20800000.0,57700000.0
822,The Odd Life of Timothy Green,2012,51900000.0,4200000.0,56100000.0
823,The Three Stooges,2012,44300000.0,10500000.0,54800000.0
824,The Five-Year Engagement,2012,28800000.0,25100000.0,53900000.0
825,Lawless,2012,37400000.0,16300000.0,53700000.0
826,Silent Hill: Revelation 3D,2012,17500000.0,34800000.0,52300000.0
827,Red Tails,2012,49900000.0,489000.0,50389000.0
828,"Monsters, Inc. (3D)",2012,34000000.0,16200000.0,50200000.0
829,Trouble with the Curve,2012,35800000.0,13200000.0,49000000.0
